relative_path,file_name,extension,size_bytes,size_mib,size_gib,sha256,file_type,rows,columns_count,columns,encoding,inspection_seconds
Attack traffic/MITM (ARP spoofing + DNS) Attack.pcap,MITM (ARP spoofing + DNS) Attack.pcap,.pcap,127852,0.121929,0.000119,ef952aff57dd30f04a98511cae2f34f642a64720fcde31df8b2f6dcf0351d536,PCAP,,,[],,0.046979
Attack traffic/MITM_attack.csv,MITM_attack.csv,.csv,329947,0.314662,0.000307,c4fd9f0d33c1bcbf37a0c4e0cc378157d6af650300e657340ae3d86b40cfd498,CSV,1229.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,0.081506
Attack traffic/OS Fingerprinting attack.pcap,OS Fingerprinting attack.pcap,.pcap,114041,0.108758,0.000106,68c0464ac92f1d08a050f4e013dd5e0d0e870f39b8f70f26acde133b6d7e00c4,PCAP,,,[],,0.044509
Attack traffic/OS_Fingerprinting_attack.csv,OS_Fingerprinting_attack.csv,.csv,311171,0.296756,0.00029,b2dc428e1b5159ccbfff0e252b5fb096cd5c67fecca169f348a8d30342088613,CSV,1001.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,0.088641
Attack traffic/Password attacks.pcap,Password attacks.pcap,.pcap,194557494,185.544485,0.181196,5e2393acebb92806205eb87bff5dd82cdece3cd183e760b1cf737ed1c8a663c2,PCAP,,,[],,5.74303
Attack traffic/Password_attack.csv,Password_attack.csv,.csv,653290138,623.026026,0.608424,e8458c89e71706226ecd9d3730e3b0db5ae2d5f3fb87655fccf1d6e5f1730eba,CSV,1053385.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,23.347978
Attack traffic/Port Scanning attack.pcap,Port Scanning attack.pcap,.pcap,1801807,1.718337,0.001678,9fa4c8527951c2ea935b1ae5e932063c1b7fb8cc1e2b0f24defbe3a7b99058d9,PCAP,,,[],,0.220925
Attack traffic/Port_Scanning_attack.csv,Port_Scanning_attack.csv,.csv,7335171,6.995364,0.006831,26f7f094254daa23e85ec7df1b7ad9352cf208d9ee9b55d7d7928d3415c793ad,CSV,22564.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,0.385358
Attack traffic/Ransomware attack.pcap,Ransomware attack.pcap,.pcap,2842688,2.710999,0.002647,f38a731096f61391384adad975537de2de6cea89f38e1c1421e5b328f4b17116,PCAP,,,[],,0.08129
Attack traffic/Ransomware_attack.csv,Ransomware_attack.csv,.csv,7592169,7.240457,0.007071,60fa5257c73f0eef6736a56953c7afe6a99e08942a32c3b9716a64abd2be0c7a,CSV,10925.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,0.207926
Attack traffic/SQL injection attack.pcap,SQL injection attack.pcap,.pcap,8173215,7.794585,0.007612,374b06418c3dddd831561a8b5521c18a47bd1cd9bfa83f83e33b70d134517491,PCAP,,,[],,0.256085
Attack traffic/SQL_injection_attack.csv,SQL_injection_attack.csv,.csv,26933868,25.686138,0.025084,59d62ccfab6b708ce1c437a33b4c285e20e614e612edcd86260d4e5c2461c63d,CSV,51203.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,1.038004
Attack traffic/Uploading attack.pcap,Uploading attack.pcap,.pcap,5488666,5.2344,0.005112,29a16de3410e3c2ff5c3dad8a54d0092dd98c63ea3c13994f4416414bd74d490,PCAP,,,[],,0.20662
Attack traffic/Uploading_attack.csv,Uploading_attack.csv,.csv,17513308,16.701992,0.016311,f65ae75444183004a47fcda9e197daa42b38e485ea58ebc28464e21f830197e3,CSV,37634.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,0.596903
Attack traffic/Vulnerability scanner attack.pcap,Vulnerability scanner attack.pcap,.pcap,140377652,133.874561,0.130737,af8cb9e7707000bab20618f5f6c4efe09b637b21e7d0e3cb2a055a6d75524083,PCAP,,,[],,5.037079
Attack traffic/Vulnerability_scanner_attack.csv,Vulnerability_scanner_attack.csv,.csv,175747472,167.60585,0.163678,5b8d9bca352875d9b8c76d517ecb33808c45d6a1259f718e21bd1c4d6fea7d59,CSV,145869.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,7.512002
Attack traffic/XSS attacks.pcap,XSS attacks.pcap,.pcap,2068899,1.973056,0.001927,9e155d46254db96acdf0f97245da6734a7de2c82a0c3e31936c9e5792fc8f92e,PCAP,,,[],,0.179384
Attack traffic/XSS_attack.csv,XSS_attack.csv,.csv,6963363,6.64078,0.006485,acce72d7e9f8d373d4be61d67576c10c55b3eb59063f4a9a1a63715ab85ebf48,CSV,15915.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,0.281735
