source_file,duplicate_rows
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation12.pcap.csv,4.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood13.pcap.csv,203.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain2.pcap.csv,139.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood28.pcap.csv,68.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood6.pcap.csv,124.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain.pcap.csv,111.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood21.pcap.csv,13.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood6.pcap.csv,34.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood8.pcap.csv,31.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation.pcap.csv,4.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Benign_Final/BenignTraffic3.pcap.csv,80.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation9.pcap.csv,7.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation.pcap.csv,10.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood.pcap.csv,135139.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood18.pcap.csv,141406.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood19.pcap.csv,127707.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood15.pcap.csv,24848.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood11.pcap.csv,137056.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood15.pcap.csv,116524.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-SYN_Flood/DoS-SYN_Flood4.pcap.csv,84097.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood14.pcap.csv,101484.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood10.pcap.csv,123959.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood7.pcap.csv,136059.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood4.pcap.csv,126998.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood7.pcap.csv,98001.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-SYN_Flood/DoS-SYN_Flood2.pcap.csv,62280.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood11.pcap.csv,76527.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood11.pcap.csv,119584.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood8.pcap.csv,127776.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood10.pcap.csv,120398.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood4.pcap.csv,137235.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood14.pcap.csv,124705.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood20.pcap.csv,139.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood13.pcap.csv,151157.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-SYN_Flood/DoS-SYN_Flood1.pcap.csv,110208.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood6.pcap.csv,27776.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/VulnerabilityScan/VulnerabilityScan.pcap.csv,1351.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation10.pcap.csv,7.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood24.pcap.csv,360.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation18.pcap.csv,15.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood9.pcap.csv,37.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain3.pcap.csv,157.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain4.pcap.csv,1048.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood3.pcap.csv,176.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain12.pcap.csv,384.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood.pcap.csv,44.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood18.pcap.csv,61.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation9.pcap.csv,21.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood12.pcap.csv,119851.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood11.pcap.csv,136086.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood5.pcap.csv,136409.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood11.pcap.csv,128790.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood6.pcap.csv,134491.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood14.pcap.csv,140824.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood3.pcap.csv,23343.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood2.pcap.csv,132977.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood7.pcap.csv,114182.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Benign_Final/BenignTraffic2.pcap.csv,397.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood8.pcap.csv,28665.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood12.pcap.csv,100078.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood3.pcap.csv,113182.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood9.pcap.csv,115302.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood5.pcap.csv,141368.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood26.pcap.csv,149068.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-SYN_Flood/DoS-SYN_Flood7.pcap.csv,51970.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/BrowserHijacking/BrowserHijacking.pcap.csv,71.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood1.pcap.csv,306.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood19.pcap.csv,62.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain16.pcap.csv,412.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,846.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood20.pcap.csv,89.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood7.pcap.csv,37.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation3.pcap.csv,8.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation12.pcap.csv,4.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation3.pcap.csv,6.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood1.pcap.csv,144778.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood14.pcap.csv,123687.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood5.pcap.csv,143308.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood11.pcap.csv,123662.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood6.pcap.csv,50478.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood3.pcap.csv,115145.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood.pcap.csv,150647.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood12.pcap.csv,118854.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-TCP_Flood/DoS-TCP_Flood8.pcap.csv,122655.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood17.pcap.csv,136.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood2.pcap.csv,136282.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood13.pcap.csv,89843.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-TCP_Flood/DoS-TCP_Flood4.pcap.csv,124404.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood1.pcap.csv,115.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood10.pcap.csv,74.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood10.pcap.csv,119335.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood17.pcap.csv,141148.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood20.pcap.csv,135937.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood9.pcap.csv,144574.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood2.pcap.csv,147.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood2.pcap.csv,104210.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/MITM-ArpSpoofing/MITM-ArpSpoofing.pcap.csv,19294.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood13.pcap.csv,129152.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood10.pcap.csv,134634.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood16.pcap.csv,271.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation8.pcap.csv,21.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain7.pcap.csv,509.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood12.pcap.csv,234.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation10.pcap.csv,13.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain22.pcap.csv,192.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain1.pcap.csv,139.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain23.pcap.csv,388.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood4.pcap.csv,63.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation8.pcap.csv,19.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/CommandInjection/CommandInjection.pcap.csv,21.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation8.pcap.csv,12.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,2.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation.pcap.csv,2.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation16.pcap.csv,4.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation14.pcap.csv,3.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood1.pcap.csv,140814.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood7.pcap.csv,123091.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood5.pcap.csv,82626.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-TCP_Flood/DoS-TCP_Flood1.pcap.csv,85870.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-TCP_Flood/DoS-TCP_Flood5.pcap.csv,131711.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood2.pcap.csv,28774.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood14.pcap.csv,108284.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood15.pcap.csv,81912.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood24.pcap.csv,162619.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood.pcap.csv,147915.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood16.pcap.csv,119923.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood8.pcap.csv,88599.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood9.pcap.csv,113929.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood17.pcap.csv,139121.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-TCP_Flood/DoS-TCP_Flood2.pcap.csv,98353.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood1.pcap.csv,44939.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood20.pcap.csv,31664.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-SYN_Flood/DoS-SYN_Flood5.pcap.csv,95656.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood12.pcap.csv,93832.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood13.pcap.csv,127413.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-TCP_Flood/DoS-TCP_Flood3.pcap.csv,120506.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood8.pcap.csv,95855.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood13.pcap.csv,82687.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-UDP_Flood/DoS-UDP_Flood5.pcap.csv,34099.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood10.pcap.csv,192.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation5.pcap.csv,7.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation2.pcap.csv,16.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood5.pcap.csv,51.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood22.pcap.csv,136.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation15.pcap.csv,20.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation7.pcap.csv,19.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain19.pcap.csv,435.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood8.pcap.csv,170.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain24.pcap.csv,87.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Recon-OSScan/Recon-OSScan.pcap.csv,1756.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-udpplain/Mirai-udpplain10.pcap.csv,273.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood19.pcap.csv,203.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood4.pcap.csv,124.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greeth_flood/Mirai-greeth_flood5.pcap.csv,171.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/Mirai-greip_flood/Mirai-greip_flood17.pcap.csv,76.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood.pcap.csv,24.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation2.pcap.csv,6.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation2.pcap.csv,2.0
/workspace/data/cic_iot_2023/raw/CIC_IOT_Dataset2023/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood21.pcap.csv,125016.0
