relative_path,file_name,extension,size_bytes,size_mib,size_gib,sha256,file_type,rows,columns_count,columns,encoding,inspection_seconds
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation11.pcap.csv,DDoS-ACK_Fragmentation11.pcap.csv,.csv,5008522,4.776499,0.004665,a6be3ad9d16fab18b632047d4a10f30b48ed657fd1f2caccc37007e1f754549a,CSV,22761.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.316698
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation12.pcap.csv,DDoS-ACK_Fragmentation12.pcap.csv,.csv,2099587,2.002322,0.001955,44c2df9ec2c0c2e89452f1a859e0710538750a287a215ae571488ce5b14091bd,CSV,9482.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.242321
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation2.pcap.csv,DDoS-ACK_Fragmentation2.pcap.csv,.csv,4976425,4.745889,0.004635,ce4213d9dd28b243b01d415894c020352cd41bb5c841c5ac1177c2b089dea8bd,CSV,22550.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.335744
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation3.pcap.csv,DDoS-ACK_Fragmentation3.pcap.csv,.csv,5035034,4.801783,0.004689,d3d8090be949de3b3c1dc7afe72281730439b94f37aca8953a6b3fd38b09dd35,CSV,22820.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.36547
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation4.pcap.csv,DDoS-ACK_Fragmentation4.pcap.csv,.csv,4946356,4.717213,0.004607,763539448e1b6aa4e22aa5a79f6ccb8f03493e3ee43b700750374558f5fc1129,CSV,22483.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.306493
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation5.pcap.csv,DDoS-ACK_Fragmentation5.pcap.csv,.csv,4801947,4.579494,0.004472,14deed9325342a5c0828d42d0c404623887bbd4fbd259194b1e88a301703e598,CSV,21977.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.303743
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation6.pcap.csv,DDoS-ACK_Fragmentation6.pcap.csv,.csv,4852412,4.627621,0.004519,25087f2ca3b75e5dcf80844b1ce8039febc2af16bd86931300ff1b0567184968,CSV,22144.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.311832
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation7.pcap.csv,DDoS-ACK_Fragmentation7.pcap.csv,.csv,4898374,4.671453,0.004562,045a21f9059f02ace4c9570922e2cefbd3945b7c628ec9b2d53b3484cb31abba,CSV,22253.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.294798
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation8.pcap.csv,DDoS-ACK_Fragmentation8.pcap.csv,.csv,4933846,4.705282,0.004595,439692bdaf1d1552e5510e733d13ec8f37988c932a943ba9c4b7fc9f082dbf03,CSV,22469.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.212565
DDoS-ACK_Fragmentation/DDoS-ACK_Fragmentation9.pcap.csv,DDoS-ACK_Fragmentation9.pcap.csv,.csv,5734938,5.469263,0.005341,483282b72872e84b1955369a76d9eacc52c3a1757210c69c83b03283e44613dd,CSV,25880.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.223203
DDoS-HTTP_Flood/DDoS-HTTP_Flood-.pcap.csv,DDoS-HTTP_Flood-.pcap.csv,.csv,6449785,6.150994,0.006007,124ac9cae65694761d755e9709d87f7375d8b85b8ee073860f050eebdab515ee,CSV,28790.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,0.36309
DDoS-ICMP_Flood/DDoS-ICMP_Flood.pcap.csv,DDoS-ICMP_Flood.pcap.csv,.csv,49629237,47.330129,0.046221,641a73fa306b129b6b5f5669b84e737bea15243bb3996c37d56248698a4d4cf4,CSV,268010.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,1.709074
DDoS-ICMP_Flood/DDoS-ICMP_Flood1.pcap.csv,DDoS-ICMP_Flood1.pcap.csv,.csv,49499929,47.206811,0.0461,27e9b7616175a48d9dabf534f6f340f0fd780f3d5ab98bba0caf042852fa448e,CSV,268903.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,1.823823
DDoS-ICMP_Flood/DDoS-ICMP_Flood10.pcap.csv,DDoS-ICMP_Flood10.pcap.csv,.csv,49550267,47.254817,0.046147,f7a5b4c13a01aec1f09018466024821bfc3c7c1ffa96435a76172118f71d1f30,CSV,268527.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,2.21223
DDoS-ICMP_Flood/DDoS-ICMP_Flood11.pcap.csv,DDoS-ICMP_Flood11.pcap.csv,.csv,49550761,47.255288,0.046148,39a6f6b48c6846fbc2a5109467484850352060634bec53c238873bd5cbbe6de5,CSV,268373.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,3.691706
DDoS-ICMP_Flood/DDoS-ICMP_Flood12.pcap.csv,DDoS-ICMP_Flood12.pcap.csv,.csv,49442023,47.151587,0.046046,021b63df33abc3ecc05488764be9a7374d459274a92ab062254062b439eff8bd,CSV,268218.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,3.451552
DDoS-ICMP_Flood/DDoS-ICMP_Flood13.pcap.csv,DDoS-ICMP_Flood13.pcap.csv,.csv,49140896,46.86441,0.045766,bb94c9f4d963c3693a36b822d5c2599f497e32cc9e5b12270a3f3366429b4030,CSV,266839.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,2.431413
DDoS-ICMP_Flood/DDoS-ICMP_Flood14.pcap.csv,DDoS-ICMP_Flood14.pcap.csv,.csv,49230229,46.949605,0.045849,0b8c13f7c16c6399171f9af3761c5235cba0212ef23962810321aaf1af4a599d,CSV,266548.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,1.941123
DDoS-ICMP_Flood/DDoS-ICMP_Flood15.pcap.csv,DDoS-ICMP_Flood15.pcap.csv,.csv,48726461,46.469174,0.04538,53a935da714062f280233582a7cbc4049610fb4980b164b1296dfd7e9370ebb0,CSV,263840.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,1.822316
DDoS-ICMP_Flood/DDoS-ICMP_Flood16.pcap.csv,DDoS-ICMP_Flood16.pcap.csv,.csv,46172166,44.033209,0.043001,ac67c45d92fac387360c66fe50c53887214d120b20ee4c5f9f82f17eb3519084,CSV,249338.0,39.0,"[""Header_Length"", ""Protocol Type"", ""Time_To_Live"", ""Rate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IGMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Variance""]",utf-8,1.533591
